洗衣机(防缠绕),【授权公告】,同族：1,引证：0,被引：0
高强度抗震动铝塑拼接式酒架,【公开】,同族：2,引证：10,被引：0
洗衣机(妙洗),【授权公告】,同族：1,引证：0,被引：0
新型高强度抗震动铝塑拼接式酒架,【授权公告】,同族：1,引证：0,被引：0
高强度抗震动铝塑拼接式酒架,【授权公告】,同族：2,引证：10,被引：0
一种商用或医用制冷设备分置物联集中监控系统,【公开】,同族：1,引证：6,被引：0
商用或医用制冷设备分置物联集中监控系统,【授权公告】,同族：1,引证：0,被引：0
防缠绕洗衣机,【公开】,同族：2,引证：10,被引：0
新型防缠绕洗衣机,【授权公告】,同族：1,引证：0,被引：0
防缠绕洗衣机,【授权公告】,同族：2,引证：10,被引：0
酒柜,【授权公告】,同族：1,引证：0,被引：0
冰箱(三门悬浮玻璃门),【授权公告】,同族：1,引证：0,被引：0
冰箱(窄边饰条玻璃门),【授权公告】,同族：1,引证：0,被引：0
一种用于低温冰箱门封的密封结构,【授权公告】,同族：1,引证：0,被引：0
一种用于冰箱或冰柜的开门结构,【授权公告】,同族：1,引证：0,被引：0
新型防凝露玻璃门展示柜,【授权公告】,同族：1,引证：0,被引：0
一种快速孔对孔装配方法,【公开】,同族：2,引证：10,被引：1
一种快速孔对孔装配方法,【授权公告】,同族：2,引证：10,被引：1
一种新型酒瓶架结构,【授权公告】,同族：1,引证：0,被引：0
冰箱(钢板门),【授权公告】,同族：1,引证：0,被引：0
酒柜(单门),【授权公告】,同族：1,引证：0,被引：0
一种内置盘管蒸发器的冷藏箱,【公开】,同族：1,引证：16,被引：0
一种冷柜用横梁,【授权公告】,同族：1,引证：0,被引：0
内置盘管蒸发器的冷藏箱,【授权公告】,同族：1,引证：0,被引：0
一种电控冰箱的控制板,【授权公告】,同族：1,引证：0,被引：0
一种冷柜钢板箱壳的焊接方法,【公开】,同族：2,引证：6,被引：1
酒柜(单门内置把手),【授权公告】,同族：1,引证：0,被引：0
冷柜钢板箱壳焊接过程中使用的立式方架,【授权公告】,同族：1,引证：0,被引：0
一种新型冰箱门体结构,【授权公告】,同族：1,引证：0,被引：0
一种冷柜钢板箱壳的焊接方法,【授权公告】,同族：2,引证：6,被引：1
LED照明装置,【授权公告】,同族：1,引证：0,被引：0
